features,coef
CC1220,-0.0
CC1224,0.0017706096087241646
CC1225,-0.004586154182189561
CC1226,0.0
CC1227,0.0
CC1228,-0.0
CC1229,0.0003656734773923013
CC1230,0.0
CC1231,0.007101891823662165
CC1232,-0.008743072291243737
CC1233,0.0
CC1234,-0.0
CC1235,0.0
CC1236,0.0
CC1237,-0.0
CC1238,-0.0
CC1239,-0.0
CC1240,0.0067464663046186615
CC1241,0.0
CC1242,-0.0
CC1243,0.0
CC1244,0.0033649264185766268
CC1245,0.0
CC1246,0.000847187250430546
CC1247,0.01595172145002126
CC1248,0.0
CC1250,0.0
CC1251,-0.0
CC1252,-0.013038349020668145
CC1253,-0.0
CC1254,0.0
CC1255,-0.0
CC1256,-0.0
CC1257,-0.0
CC1258,-0.0029365000307801556
CC1259,-0.0
CC1260,0.007523331226372667
CC1261,-0.0
CC1262,0.0
CC1263,0.0
CC1264,-0.0
CC1265,-0.0
CC1266,-0.0
CC1267,-0.00808757956988462
CC1268,-0.0069927528059882775
CC1269,-0.0
CC1270,0.0
CC1271,-0.0
CC1272,0.0
CC1273,0.0013316258962531267
CC1274,0.0
CC1275,0.0
CC1276,-0.0
CC1277,-0.002268542748982122
CC1278,-0.0014795757043575821
AA99,-0.0
AA105,-0.0
AA111,0.0
AA117,-0.0
AA123,-0.0
AA129,-0.0
AA135,-0.0
AA141,-0.0
AA163,-0.0007836875563983788
AA1128,-0.0
AA1129,0.0
AA1130,-0.0
AA1131,-0.006849280137002483
AA1161,-0.003125912833360768
AA1162,0.0
AA1163,0.0
AA1164,-0.0
